STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
worts	12028.10	642.20	2483.20	81.25	655.02	11.33
woubs	11445.59	557.60	3486.10	35.75	1041.52	3.33
wouds	11823.50	577.60	3854.63	51.25	981.77	3.33
woull	11900.18	335.20	5141.05	36.75	2601.16	3.67
woums	11602.35	572.20	3624.60	44.50	985.97	2.67
wounk	11051.61	326.60	4148.80	43.75	1556.25	8.33
wouny	11607.24	403.40	3917.93	44.50	1534.64	5.00
wourt	12852.75	350.40	3749.55	35.50	1159.34	5.33
wouse	14001.75	388.40	4677.16	47.50	1425.21	7.67
wouss	12875.32	587.00	3842.06	36.50	1175.00	4.00
woust	12445.35	341.40	4158.20	41.25	1200.07	4.67
woute	13566.18	417.00	3998.57	39.75	1151.44	6.33
wouth	10932.34	344.40	3990.52	40.00	1306.20	6.00
wouts	12439.75	615.60	3826.11	78.00	1131.53	8.00
wowdy	8232.32	336.60	1572.48	28.00	2.08	2.33
wowed	12825.79	463.00	2325.10	86.75	188.61	13.33
wowee	14329.66	498.40	1794.58	29.75	178.56	7.33
wower	12672.34	442.60	3462.86	72.50	352.81	11.67
wowes	13203.23	697.00	2530.97	109.25	178.56	7.33
wrein	9798.68	267.40	1691.97	27.75	19.51	2.00
wrere	13143.39	346.00	3015.88	39.75	1425.92	2.00
wrery	10289.27	340.20	2179.50	39.75	189.60	3.67
wrood	9273.65	311.80	864.55	37.25	261.13	6.00
wruld	11138.51	304.40	3073.47	22.50	1624.17	1.67
wrull	9597.10	269.00	1993.53	26.75	19.89	1.33
yarck	5963.27	307.60	849.62	42.75	41.29	2.00
yeads	7902.31	562.20	1746.99	56.00	448.63	7.67
yeage	8806.34	361.80	1484.11	42.50	376.59	2.67
yeara	6617.57	297.20	1894.07	48.00	847.08	8.33
yeare	10487.96	382.00	3036.75	55.00	935.36	11.00
yeass	8954.13	571.60	1698.87	44.25	591.38	6.00
yeeir	8942.21	277.60	1963.01	18.75	982.44	0.33
yeerd	9691.89	305.00	1852.40	30.00	4.30	3.00
yeild	10233.22	334.40	2667.51	24.00	171.48	1.33
yeira	7330.37	276.40	580.32	20.50	3.53	1.33
yeler	8754.15	416.60	2309.92	76.50	5.41	4.00
yeved	9030.84	395.80	1943.72	85.00	575.95	7.33
yoach	9343.21	335.00	1703.11	40.00	93.40	3.67
yocat	7772.58	293.60	499.40	17.75	84.24	2.00
yodle	11006.82	350.80	702.27	22.50	1.01	1.67
yomay	6766.09	339.40	690.86	18.75	129.67	1.67
yoout	9437.12	318.40	1660.12	34.25	798.91	3.33
yorst	9657.98	337.00	1675.67	39.50	519.19	5.00
yoter	11146.88	437.20	2931.24	75.50	847.49	11.00
yould	11065.87	339.60	5037.61	29.00	3410.74	4.33
youll	9524.46	304.20	3957.67	33.25	1806.46	4.00
youse	11626.03	357.40	3493.77	44.00	630.50	8.00
youst	10069.63	310.40	2974.82	37.75	405.36	5.00
