STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
vimbale	4222.40	626.57	503.62	80.17	1.96	5.40
vincter	5704.53	1033.71	1371.94	245.83	137.06	27.40
vinteed	7934.65	1283.14	2091.11	285.50	63.82	10.80
vistors	6038.35	1075.71	1088.79	183.83	258.19	22.60
vitrced	6128.74	1040.00	1676.88	244.00	60.05	8.80
vittain	4658.99	618.29	886.66	78.33	330.28	13.00
wacinal	4193.81	610.14	758.08	78.00	17.48	6.00
wadrnce	4131.76	654.29	452.66	45.00	112.19	4.80
wamffut	3150.42	510.71	273.83	48.83	0.00	0.00
wandral	3857.98	640.57	846.24	102.33	267.74	16.20
wappely	4961.53	796.00	824.25	115.17	80.52	14.40
wappery	5123.19	825.86	908.26	166.67	87.85	29.40
wapptly	4175.90	685.29	715.18	99.67	108.68	12.00
wapsing	7483.42	1119.29	3295.45	402.33	1780.25	208.00
wapuine	7377.52	1075.29	1846.72	231.17	90.07	11.20
wariers	7394.26	1302.57	1493.28	281.17	431.79	103.40
warpize	6583.54	968.29	558.47	94.83	38.06	11.00
wathint	7428.22	1041.14	2325.58	257.83	297.99	12.80
watwess	6214.58	1106.00	812.61	102.33	299.01	19.00
wearase	6671.39	811.29	1056.01	95.67	146.40	12.20
weasiow	6593.57	876.29	943.92	95.00	148.39	12.00
weatial	7893.74	980.71	1397.32	139.00	202.32	17.60
weatids	9027.76	1343.29	1228.23	131.17	135.17	13.80
weftile	7999.06	1000.00	828.54	130.17	43.56	13.20
welghed	7229.77	1106.00	2047.11	272.67	165.95	20.60
wenging	8524.46	1134.86	3382.55	415.17	1802.62	215.20
westhed	8376.03	1188.86	2549.26	309.50	552.78	34.00
westion	7374.20	932.57	1287.41	144.50	393.12	36.20
wetrlon	5003.94	646.14	590.91	57.17	5.10	3.00
wevinse	5823.68	652.43	839.29	57.17	161.65	6.60
wevoors	6236.05	1013.86	765.37	134.00	48.27	9.40
whalint	7482.40	981.14	2432.24	273.83	276.64	32.40
whanget	6195.58	904.43	640.95	83.83	244.03	14.00
wharaer	6370.90	1033.71	1126.46	193.00	38.82	6.60
whothed	7198.42	1039.00	2485.41	279.17	660.05	28.20
whouify	5373.07	692.14	512.82	43.83	166.03	8.20
whraurs	6142.09	962.29	1031.80	138.17	23.31	4.80
whrking	7744.71	999.57	3470.26	396.33	1999.61	221.00
wibaled	6201.25	1079.57	1804.73	314.83	97.65	43.80
wibbuss	4622.02	844.43	522.47	51.67	16.59	4.60
wicoust	4442.70	522.43	890.53	74.83	30.20	3.00
widrten	5506.85	945.14	837.16	106.33	92.86	8.40
wiginty	4129.39	589.43	626.78	66.33	8.98	4.20
wiglins	7835.94	1341.43	2305.86	290.67	263.34	34.80
wiglion	5198.43	787.14	966.65	94.00	278.22	12.80
wilobls	4717.62	914.00	464.92	69.50	11.17	3.00
wimalan	3892.43	573.29	521.24	56.00	3.47	2.40
windint	7180.55	1029.29	2309.85	287.33	247.03	31.80
wintedy	5802.35	775.71	777.20	84.00	58.11	10.00
wintugs	5917.12	970.14	772.45	69.33	64.73	7.20
wispplf	3197.96	481.43	612.62	48.67	17.48	2.80
withoul	3830.14	487.00	911.33	59.17	502.56	6.00
wocarde	5128.87	625.71	639.69	42.50	74.87	4.60
woiting	8860.64	1191.57	3703.69	424.67	2131.23	227.00
wolmbal	3483.88	517.00	561.15	53.33	0.10	0.80
womeelf	5063.47	699.43	628.75	44.00	223.69	3.20
womeels	6694.74	1141.71	588.23	69.83	79.85	13.00
womerok	3795.23	520.57	608.46	51.83	74.19	4.40
wondent	6722.01	946.14	855.41	109.00	248.08	25.80
wonends	5781.22	986.43	778.25	75.00	134.62	10.80
wonerut	4921.18	638.71	708.35	64.17	70.90	2.40
worirds	6386.71	1026.43	741.51	77.00	186.12	9.00
woroust	5553.50	663.29	1143.41	93.67	305.53	8.80
wotaury	5513.41	709.29	850.75	60.00	58.52	3.00
wotouge	5075.27	609.29	759.13	47.33	192.78	1.80
wouterd	6808.07	981.86	997.99	166.83	137.83	23.80
wovemen	5856.64	911.43	537.94	56.17	46.38	10.80
wowerar	4392.66	612.43	806.10	52.83	237.85	4.40
wractly	4914.59	663.86	731.97	108.17	156.44	13.00
wreshed	6664.24	1047.00	2124.38	288.17	226.36	33.20
wrinned	6716.60	1069.71	1884.38	276.67	173.12	24.00
wrintie	4654.98	632.57	598.25	72.00	110.07	12.00
wrisery	5614.25	783.57	1203.74	167.33	106.71	22.20
writecy	5839.51	737.57	887.56	81.17	246.29	7.20
wroptrm	4077.40	557.71	580.09	48.67	35.64	3.80
wrotran	5081.68	587.29	890.51	76.00	77.28	5.80
wrotrty	5349.87	645.29	880.20	70.33	63.10	4.40
youaury	4637.87	649.29	851.29	61.50	51.69	1.60
youcher	5589.29	980.86	1490.04	225.83	530.18	40.00
