STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
aberol	3304.23	301.17	225.28	22.20	6.69	0.75
abjeal	3102.37	293.00	450.11	33.40	47.67	3.50
abjeng	4204.84	327.50	1099.63	74.80	19.75	1.00
abjoue	4469.42	309.50	231.81	22.40	0.91	0.75
abrded	8751.37	836.83	2197.95	233.60	206.51	20.75
absist	5038.17	418.50	546.50	55.20	71.73	7.75
acared	8649.09	850.67	2305.81	232.00	177.63	20.00
accars	5131.73	617.00	608.46	66.00	50.35	7.75
accays	4397.63	555.83	580.68	25.00	213.09	6.75
accely	5703.48	448.83	1281.63	67.40	273.92	12.75
accong	4855.97	341.50	1403.17	75.40	181.14	4.25
achime	5539.05	397.67	537.84	14.80	8.08	1.25
achnal	3090.71	272.50	564.96	30.60	12.12	2.25
achome	4839.07	309.50	639.38	16.40	222.35	1.75
achoue	4870.42	327.17	525.48	24.00	96.76	1.25
aconls	6699.86	676.33	322.77	44.20	0.64	0.75
acrety	5282.51	485.67	696.56	47.80	105.38	4.75
acrong	5574.88	412.50	1426.90	83.80	240.41	5.00
actame	5454.74	388.67	584.18	24.80	172.54	3.50
actary	4951.80	408.50	483.88	41.20	104.99	8.00
acthed	8843.26	773.00	2888.68	222.20	564.85	14.50
acttly	6171.74	454.00	1733.54	72.20	466.74	10.00
acyice	5875.35	417.33	798.32	29.40	193.41	4.00
acyied	9088.63	841.83	2295.15	217.80	35.70	4.00
advaty	3479.18	352.50	286.65	37.60	28.57	1.75
affeer	7789.52	738.67	1786.89	142.00	101.14	3.25
affend	6204.87	473.33	949.16	32.60	174.97	6.50
affere	5722.67	403.50	985.96	57.00	107.24	5.50
affing	5206.93	388.00	1936.42	130.80	1034.27	68.75
afrear	5469.72	491.67	537.97	33.00	148.98	4.25
agawed	7998.77	786.50	1915.00	197.40	49.13	7.50
agntly	5547.95	464.17	1257.09	62.00	90.79	5.75
alaken	7341.46	766.50	1109.41	99.60	67.93	10.50
alanch	4203.07	367.33	851.33	63.80	188.15	12.50
alanda	3540.57	358.17	692.08	52.60	58.72	7.75
alangh	4140.42	354.17	1019.77	52.60	111.62	7.00
alaret	7834.40	796.50	985.43	89.80	111.71	12.00
alater	8649.50	873.67	2500.12	219.00	449.13	34.50
alaton	4995.32	455.50	963.56	68.00	34.89	6.50
aleech	4325.22	365.00	645.39	46.40	49.71	5.25
almers	5981.37	686.83	899.44	88.60	336.95	36.25
almmed	8413.98	808.83	2403.42	220.80	315.37	18.00
alopet	8102.56	750.00	1058.41	79.80	33.26	6.75
aloued	9669.97	848.33	2852.63	219.60	36.81	4.25
alougs	5993.70	607.67	1380.40	37.20	302.21	4.25
aloung	5717.23	400.67	1984.24	88.00	223.92	4.25
alozed	8753.74	815.50	2195.91	214.40	20.54	4.00
alurse	5270.50	426.83	811.11	38.80	310.76	4.00
alweal	3777.79	365.17	787.80	37.60	190.73	2.75
alweed	8833.00	847.33	2341.36	203.40	249.39	1.75
alwing	5411.73	443.67	2065.17	132.00	1102.16	69.00
amough	4169.64	250.67	1171.52	17.60	636.78	4.00
ampele	6307.86	467.83	1281.05	80.40	1.31	2.75
ampond	5841.35	458.67	731.76	29.20	131.03	2.00
ampplm	3526.57	281.83	537.58	25.60	24.42	2.25
ancity	5395.71	486.17	495.52	43.20	17.09	7.00
anckey	7317.12	726.00	786.10	78.80	144.58	19.75
aniffs	4101.01	562.17	257.13	23.80	37.32	7.50
anleps	5258.08	644.17	345.05	32.00	33.03	3.00
anller	7838.89	792.83	2123.33	196.40	270.39	23.75
anough	4634.83	282.83	1349.03	23.20	702.92	4.25
anougy	5245.49	362.83	1158.86	25.20	414.34	3.00
anssed	8578.20	832.33	2394.36	248.40	305.63	25.75
anstle	7148.18	515.83	1570.25	89.00	405.00	12.50
anthen	7710.84	689.00	1280.32	66.20	410.20	8.50
anywty	3378.66	311.00	408.39	23.20	111.74	1.00
aprnal	4137.61	389.67	482.37	37.00	11.63	3.00
ararse	5988.61	519.67	824.38	70.00	167.00	3.50
ardeve	5497.63	455.67	363.02	24.00	18.73	2.00
areele	7442.98	583.83	1508.70	104.20	38.27	7.00
aremes	8295.92	1024.50	1226.60	163.40	127.79	5.75
arenes	8756.52	1055.50	1372.40	177.80	111.21	10.25
areome	5848.81	453.83	642.88	35.20	126.09	1.75
arghid	5087.32	461.67	393.01	22.60	16.93	1.00
ariese	6415.69	541.17	788.66	69.20	74.78	5.50
ariman	4063.39	427.17	590.63	63.60	83.44	11.00
arinen	7801.99	803.17	1138.52	107.00	70.54	11.50
aroong	6088.50	459.67	1526.45	107.80	198.44	6.50
arople	7363.46	531.50	1969.61	91.00	891.69	7.75
arotes	9710.74	1093.50	1762.90	212.20	222.98	15.25
arouch	4968.40	349.17	1258.59	56.80	355.19	6.00
aryind	7236.85	604.17	1642.07	90.40	311.99	7.50
asctly	5462.68	426.67	1135.94	60.00	70.48	5.25
aslind	6950.99	576.33	1538.14	96.00	109.96	6.50
aspong	4335.57	326.33	1112.61	75.20	61.59	2.50
asrmal	3626.74	345.33	585.46	42.60	137.07	3.75
assind	7039.97	574.17	1579.59	95.20	148.08	9.50
asstly	5558.22	449.50	1294.38	76.60	122.26	10.75
aurnad	6540.80	612.00	466.61	36.00	95.08	2.25
avengh	3311.28	255.50	609.23	22.80	35.35	2.50
badelt	7000.99	636.33	592.07	56.00	18.80	2.00
banson	5470.40	576.50	876.69	81.80	169.20	9.25
barnde	7389.00	657.50	704.80	75.80	44.78	8.25
basese	7454.65	665.50	735.94	78.60	18.13	6.25
bavile	8666.00	718.00	1388.04	97.00	110.36	7.75
bearle	8583.49	675.50	2057.57	112.00	163.16	12.00
beason	6058.94	552.67	1594.19	78.20	337.65	11.50
beatth	6222.86	562.00	1267.29	60.80	52.81	6.50
becake	6860.57	552.17	1075.89	42.40	263.42	4.50
becars	7191.47	795.17	1333.78	88.40	266.62	9.00
becase	7265.30	574.67	1311.14	54.40	301.96	5.50
bechet	9219.39	833.17	1648.06	82.80	191.03	8.25
becimt	6900.75	558.50	1070.87	36.80	186.60	1.50
becing	7615.69	607.83	2730.04	154.60	1135.89	67.25
beckal	5168.21	466.17	1347.20	68.80	178.94	3.50
becker	9384.73	895.33	2854.09	215.00	343.20	35.50
becors	7562.57	776.17	1713.43	86.20	418.32	9.00
befeed	10797.66	984.50	2871.43	220.40	349.06	4.25
befers	7491.78	793.33	1400.35	104.00	479.68	38.50
beflit	5693.54	488.17	991.04	40.60	250.15	2.75
begags	6443.49	731.33	866.31	36.80	35.62	4.00
begher	9118.60	864.17	2568.10	173.60	502.45	10.75
behong	6497.06	479.17	1775.25	87.00	146.89	4.25
behorn	6110.00	467.67	1212.16	39.00	99.86	5.50
belled	10436.67	996.50	3116.17	281.80	584.49	43.25
bemays	6466.59	734.50	1103.80	43.20	243.33	6.75
bemble	7897.16	584.17	1730.92	95.20	109.73	14.75
benked	10390.74	993.00	3036.71	276.40	392.76	33.50
beosef	8829.33	823.17	1253.62	61.40	61.32	3.50
beosom	5783.80	478.17	1116.79	31.40	0.49	0.75
beouct	7098.95	500.00	1688.80	35.40	1.16	1.75
bepers	7351.61	812.83	1249.24	109.40	261.52	40.25
bepire	8283.41	659.83	1229.29	51.80	65.38	5.00
berent	8217.05	665.83	1550.96	79.00	270.80	13.75
berket	9826.85	921.00	1605.14	110.20	194.42	12.75
berved	10707.14	999.17	2822.48	251.20	112.37	13.00
besely	7858.75	649.83	1879.90	92.40	363.28	14.00
besias	7986.82	889.83	1069.07	63.00	94.64	4.75
besing	7711.22	630.67	2603.77	161.20	1057.90	72.25
besmen	8826.16	853.67	1197.48	77.60	27.55	7.75
bether	10064.31	898.17	3031.16	187.00	986.61	18.50
betice	8923.28	650.67	1518.39	66.60	330.26	8.75
betint	8597.74	658.50	2104.88	125.60	160.73	11.75
bewere	7686.40	593.17	1364.29	74.00	35.12	6.50
blarsm	3651.49	392.83	489.86	51.80	27.60	6.75
blleng	5325.81	483.83	1157.19	85.60	23.44	1.25
blmord	6205.97	515.17	743.78	32.40	182.24	2.75
bofore	7221.80	560.17	1218.64	46.40	561.72	3.50
bohong	5995.25	487.17	1216.08	86.40	51.48	1.75
bothts	6735.63	768.67	1023.97	88.80	220.51	4.75
botins	8812.28	921.33	1474.14	135.80	177.50	16.75
boupon	5184.03	489.00	890.62	64.40	61.32	5.00
bovidy	6078.54	575.67	612.79	43.40	86.73	3.25
breare	6117.13	552.83	926.28	69.80	141.18	12.00
briner	8390.34	890.67	2202.62	212.80	206.11	21.75
broust	5585.99	444.33	1346.07	72.40	285.88	9.75
bubbld	5939.40	549.67	460.99	48.60	22.99	7.25
budied	9689.85	990.33	2182.42	243.40	77.49	8.50
bundal	3891.21	460.33	660.07	70.20	62.38	7.50
burine	8334.77	709.33	1604.38	137.40	330.05	21.50
buttle	7849.44	605.00	1798.43	104.20	669.95	17.75
butugh	4770.65	357.33	781.16	35.60	365.76	3.50
bystet	7700.81	765.00	1214.41	102.20	265.64	15.25
