STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
woung	11312.24	311.20	4880.37	45.25	1704.39	7.33
wounk	11051.61	326.60	4148.80	43.75	1556.25	8.33
wours	13282.71	596.00	3884.85	46.50	1209.09	8.00
wourt	12852.75	350.40	3749.55	35.50	1159.34	5.33
wouse	14001.75	388.40	4677.16	47.50	1425.21	7.67
woute	13566.18	417.00	3998.57	39.75	1151.44	6.33
wouth	10932.34	344.40	3990.52	40.00	1306.20	6.00
wouts	12439.75	615.60	3826.11	78.00	1131.53	8.00
wroad	9919.05	325.80	658.11	33.00	138.40	2.67
wroke	10685.77	348.40	805.99	36.25	220.84	4.00
wrone	12375.28	372.60	1111.09	45.00	410.66	9.33
wrons	11248.84	571.20	1148.12	59.25	279.52	8.67
wroud	9562.30	294.80	1308.32	33.50	265.97	3.33
wrout	9509.76	283.20	1884.02	36.50	1034.46	5.67
wrove	10616.76	320.40	934.53	40.50	288.64	5.67
wrown	7835.45	248.40	944.55	38.25	383.25	8.33
yeace	10102.06	366.80	2154.16	45.50	680.60	6.00
yeach	7468.22	294.20	2679.94	53.75	489.19	6.00
yeade	9028.75	363.60	1439.50	39.75	464.78	6.00
yeans	9413.74	592.40	1678.80	64.75	580.93	9.67
yeant	8983.77	346.80	1868.12	52.50	551.18	6.67
yeard	8984.10	346.60	2028.57	48.75	996.07	11.00
yeare	10487.96	382.00	3036.75	55.00	935.36	11.00
yearm	6597.60	286.60	1880.92	46.50	861.79	9.67
yearp	6679.81	289.00	1877.00	46.00	866.91	8.67
yeart	8931.56	335.00	2102.79	49.50	1013.42	10.00
yeash	7446.73	300.40	1562.56	46.25	468.13	8.67
yeass	8954.13	571.60	1698.87	44.25	591.38	6.00
yeate	9645.00	401.60	1836.00	47.00	523.18	8.33
yeath	7011.16	329.00	1827.96	47.25	489.11	6.00
yeats	8518.56	600.20	1663.55	85.25	445.40	12.00
yeave	8781.65	341.60	1588.05	42.75	543.72	6.67
yeavy	5927.54	335.80	1360.32	32.75	479.99	3.00
yould	11065.87	339.60	5037.61	29.00	3410.74	4.33
yoult	11013.34	328.00	3568.17	30.00	1845.15	5.00
yound	10581.77	342.80	3047.70	38.25	1110.53	8.00
younk	8675.89	295.60	2965.42	40.25	761.55	8.67
youse	11626.03	357.40	3493.77	44.00	630.50	8.00
zaile	11440.98	419.00	1245.56	38.25	299.53	7.33
