STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
husbans	6134.00	1104.14	531.45	99.00	129.40	13.00
huscess	5858.21	1067.43	601.82	94.83	226.14	21.40
husping	7259.26	1046.29	3236.94	397.17	1813.72	214.60
imating	7782.20	1033.71	3534.26	424.67	2049.94	228.60
immence	3543.92	430.71	596.09	44.83	220.52	11.40
immeons	5625.68	959.86	469.92	78.67	213.45	20.40
impable	3272.53	461.71	317.48	68.50	132.18	24.20
implish	4316.10	633.14	783.49	100.83	263.20	29.80
impulth	2133.29	358.29	192.50	29.67	73.77	8.20
incause	4376.13	505.86	1102.07	52.50	725.75	6.40
inciday	3481.64	461.57	402.38	50.33	100.34	5.80
incieve	4649.89	600.29	586.80	55.17	238.19	5.80
incomed	5336.80	899.71	1628.66	252.00	128.54	13.20
indowed	4807.70	865.86	1504.65	233.17	81.50	9.40
inhange	3401.32	422.00	428.26	63.50	69.34	5.80
inquile	5158.13	723.57	402.58	85.50	65.64	9.60
instain	4009.60	545.00	859.69	94.50	414.57	17.80
instems	5593.93	985.00	694.47	105.33	236.34	16.80
insters	6319.17	1099.00	1417.47	278.83	685.64	126.20
instort	4748.78	638.29	709.51	94.83	285.03	17.20
insturs	5551.04	948.43	1067.28	175.67	258.75	17.20
invided	5351.93	910.71	1692.45	260.83	202.62	19.60
irevent	5877.25	769.86	679.07	80.17	240.79	15.20
issumns	4861.25	875.00	261.84	56.67	38.42	3.20
itadent	5744.76	784.43	670.56	76.67	260.21	16.60
itarted	6146.23	1044.00	2022.44	301.33	457.81	50.20
jangely	4738.28	835.00	789.55	133.33	108.16	17.40
jeating	9535.40	1210.86	3825.89	450.67	2075.99	231.60
josting	8357.09	1154.86	3657.43	450.33	2067.16	241.40
joulded	6112.42	1084.00	1669.99	260.17	126.27	18.40
kingive	5379.68	824.43	483.51	83.17	120.90	19.00
kithode	4279.30	540.86	682.10	45.00	296.46	6.00
kreself	4275.75	613.43	792.10	60.00	458.45	10.20
larrier	8289.30	1453.57	1538.49	329.33	330.68	87.20
larside	6849.03	1020.00	833.39	114.00	187.30	14.20
lassite	6290.31	1025.00	623.85	112.83	150.09	20.80
lasters	6969.42	1292.71	1376.46	286.00	624.51	129.60
laundma	2462.78	518.43	266.90	49.33	57.03	9.00
lauside	5947.39	943.14	501.81	74.00	203.16	11.40
leactly	5781.65	761.57	1046.64	117.33	293.23	16.80
lealing	9074.54	1202.14	3896.97	440.17	2120.18	231.20
lealles	8428.05	1511.00	1361.74	313.83	278.34	59.40
leatten	8104.17	1152.57	1211.52	151.50	213.32	26.20
leavice	7268.61	936.00	902.80	82.00	258.20	14.00
lebased	6907.72	1088.29	1613.69	253.67	136.51	16.40
leislex	6274.10	1018.14	430.90	117.83	27.08	3.80
lension	6579.64	913.71	914.73	102.17	290.81	21.40
liainst	4988.48	663.57	668.09	78.50	381.42	4.00
lifteen	6887.48	1088.43	664.70	74.33	224.09	8.60
limself	4199.98	649.43	773.44	49.33	554.16	7.00
limsent	6065.74	849.00	889.49	73.83	472.10	14.60
loasser	6411.06	1117.43	1048.76	206.67	115.81	16.00
lociend	7259.03	1029.14	669.37	71.50	175.65	7.80
lookise	6769.12	956.00	916.69	110.50	233.84	14.20
loories	9241.36	1692.43	1119.08	329.50	308.20	61.40
loycher	5515.89	976.86	1325.55	214.83	499.74	37.00
mallits	6925.08	1361.00	1170.91	196.50	250.65	36.60
mamaged	6464.44	1144.43	1671.43	274.17	159.89	19.40
manalip	3482.67	682.43	452.32	90.67	102.91	12.20
manking	7543.22	1182.00	3411.04	450.67	2001.12	231.80
mantral	4809.72	734.29	1015.76	111.33	360.91	18.00
manuted	6726.62	1220.29	2050.41	336.33	424.62	53.00
marival	4531.27	676.00	992.51	117.67	150.33	14.60
marther	7491.17	1232.14	2014.08	272.17	832.37	33.80
massion	5631.50	934.71	868.44	121.00	376.11	32.00
matists	5390.83	1069.43	680.59	141.67	105.86	20.40
mattles	8041.26	1545.29	1221.21	336.67	190.53	68.60
matural	4079.78	611.71	882.85	91.50	324.55	10.00
meaders	7705.82	1277.14	1448.37	257.00	533.17	109.80
meanged	7995.33	1197.29	2183.60	289.50	316.32	25.80
mearnel	7288.97	1082.43	878.95	98.00	177.46	14.40
measses	8392.34	1463.86	1332.48	257.00	234.73	31.80
meatish	7926.25	997.43	1306.83	154.17	326.63	32.20
meddent	6879.56	910.43	700.66	96.33	253.58	22.20
meepity	6997.22	962.71	616.65	76.67	165.15	11.40
meepper	6667.95	1058.57	1107.74	193.50	166.46	22.40
memails	8150.56	1319.43	450.50	79.67	120.27	7.80
mesping	8579.25	1138.57	3369.29	402.33	1842.10	216.40
mestery	7308.69	946.14	1358.49	206.83	346.21	51.40
mesture	6925.89	833.14	964.00	98.33	330.61	25.60
metters	8420.59	1286.00	1570.13	267.83	647.38	127.40
metting	9713.12	1211.14	3948.68	450.83	2233.89	241.20
metures	8349.03	1387.71	1186.73	230.67	135.91	18.60
micting	8394.32	1124.57	3675.80	436.00	2083.56	227.60
milence	4714.13	630.43	770.30	72.50	280.02	14.00
millage	4730.19	680.86	760.36	108.67	340.14	30.80
millish	5575.02	839.57	1103.90	146.67	475.26	48.00
millogy	4228.86	632.00	507.95	85.33	179.87	20.60
mimsely	5145.15	770.43	1082.02	101.67	422.05	10.20
mindows	4764.14	970.00	500.96	88.33	167.92	19.20
mingelf	4318.89	706.43	740.53	91.50	291.41	16.20
minging	7404.36	1103.71	3364.91	429.00	1894.37	224.80
minnion	5650.90	875.86	931.17	116.83	322.97	28.40
minture	5927.45	799.57	910.50	95.17	336.11	20.20
miscler	5765.31	1072.86	1202.04	265.33	94.59	26.00
missons	6613.67	1163.29	746.89	125.67	216.14	33.00
mistory	5499.15	784.57	970.28	120.50	283.60	22.60
moating	9256.48	1261.43	3567.32	441.83	2032.30	230.00
mocause	5543.16	692.14	1107.02	48.83	711.46	5.20
moddiss	6834.32	1258.43	577.44	112.00	29.54	13.20
momehor	4344.95	650.86	362.18	44.00	106.72	3.00
momeons	7099.96	1187.57	666.50	100.67	278.15	21.20
moretic	4722.08	668.29	655.28	85.17	142.00	14.00
morkers	7187.18	1254.43	1298.37	258.17	592.19	111.80
morkety	5961.96	863.00	800.28	104.67	287.98	14.60
mortain	5903.02	786.29	951.64	92.33	423.59	15.60
morward	6077.85	881.43	589.03	77.83	215.88	13.60
muffity	4958.31	799.43	328.19	64.83	94.77	19.80
mundred	6307.06	1124.71	1740.18	279.00	297.20	22.60
mustrol	4219.69	594.86	521.63	72.17	162.51	15.40
mystory	4642.63	646.71	697.35	82.50	211.90	12.40
nagnals	5092.66	1052.43	226.74	66.33	65.05	13.40
natcher	5896.35	1053.00	1473.06	236.83	638.54	51.20
natione	6415.80	905.00	652.61	81.17	195.46	11.40
natting	8451.02	1188.71	3744.72	455.17	2210.48	245.80
naturam	3546.72	541.00	461.85	52.17	154.24	6.20
natured	6577.11	1113.29	1763.66	269.67	335.69	29.80
neiteme	6807.03	832.71	576.93	64.67	83.28	3.60
neitish	7286.74	909.43	1020.07	122.00	403.28	26.20
nerfary	6058.43	758.14	773.45	77.83	100.50	6.20
nerizon	5155.67	600.14	707.22	69.67	56.67	3.80
netters	8183.86	1238.29	1482.29	264.83	638.85	127.60
neuting	9067.31	1145.86	3451.56	415.83	2014.44	226.00
notacks	4992.46	896.57	348.51	41.00	168.14	7.60
nothode	4861.46	611.71	742.78	44.83	402.73	7.00
nothoom	3726.59	515.14	671.34	44.50	398.58	7.40
nothous	5332.31	931.57	950.39	62.83	629.49	17.00
nothout	4458.28	571.71	938.65	51.83	626.16	9.40
notinst	5112.42	639.14	837.03	83.33	399.60	5.40
notisfy	4160.95	572.29	407.09	47.00	175.79	4.80
nottent	7556.13	960.71	1094.85	113.00	417.54	30.80
nuarter	6061.03	1080.43	1357.40	232.17	254.69	30.80
nuccest	4792.23	652.57	618.24	93.83	225.83	31.60
nucking	6941.92	982.29	3306.20	407.83	2019.72	229.20
nuclude	4208.59	537.14	291.76	27.67	102.78	4.20
numough	2842.90	380.86	628.91	34.67	410.26	3.20
numpany	5056.68	717.43	397.30	61.33	158.42	9.00
nurther	6976.39	1089.71	1771.55	226.50	804.57	22.20
nurvice	6169.07	845.71	650.57	65.17	153.85	7.60
objests	3465.63	700.86	358.62	76.50	64.74	12.40
obliefs	4599.80	876.86	279.16	30.00	82.55	4.40
obvinst	3205.78	380.71	586.77	66.00	286.04	3.00
obviser	4425.67	793.14	929.02	180.83	69.64	12.20
octical	2971.00	379.00	624.10	50.00	172.72	11.40
octiced	5705.07	928.29	1611.58	237.17	141.41	13.00
octiets	5413.79	967.43	644.12	106.17	169.36	25.80
octobee	5232.23	826.57	84.99	20.67	44.06	2.40
offaing	6283.81	853.57	3093.55	359.33	1788.14	200.40
offands	3623.05	683.71	447.67	42.83	167.52	11.40
offects	3612.02	711.00	483.76	74.50	178.55	11.60
offents	3899.70	739.43	682.50	91.67	263.59	18.20
officed	5002.33	851.00	1629.74	233.50	184.42	13.20
offilar	2704.80	458.57	298.34	27.83	150.25	7.80
offorts	3513.11	711.43	467.62	80.00	133.32	10.80
olymers	4747.40	940.57	829.82	200.00	378.98	96.80
opectly	3414.72	504.57	639.76	71.00	195.34	11.20
opinish	4659.86	673.71	665.14	96.17	217.86	27.40
opintry	3734.42	562.71	555.83	59.00	207.74	7.80
oppeath	2921.71	407.57	311.52	37.83	65.70	5.80
orching	7245.00	942.43	3137.29	367.67	1882.46	205.20
outsing	7420.69	1044.00	3317.95	402.17	1953.73	218.80
outteen	7255.82	1116.43	907.31	105.17	343.21	28.80
outtier	8215.97	1323.29	1645.88	327.50	306.85	95.80
outtime	6491.75	889.86	825.87	115.67	246.56	32.20
outtine	8163.84	1091.14	2404.95	302.67	597.07	65.00
outtion	6019.07	843.43	1123.23	135.17	487.28	42.00
outtled	6974.78	1153.57	1872.24	345.67	249.25	71.40
outtler	6395.83	1087.00	1217.55	278.83	177.09	45.60
pailion	6012.82	999.14	1034.98	117.67	335.40	22.80
pailude	5056.62	762.86	449.67	63.50	89.81	9.20
paitish	6784.59	1024.86	1183.66	146.50	407.86	27.80
palence	5088.42	758.86	785.72	87.83	219.47	14.40
parfare	5941.61	911.14	850.36	112.67	160.63	11.80
pargelf	5304.85	862.71	907.81	108.50	315.73	14.40
pargers	7097.78	1334.86	1388.44	280.50	533.45	113.60
parious	6440.74	1179.71	1095.88	126.50	431.68	27.40
parived	7551.82	1267.71	2108.62	304.50	247.78	22.60
pariver	6972.87	1201.14	1453.93	237.67	306.45	22.40
parrupt	5047.55	736.14	646.16	97.00	167.47	18.40
partans	8540.76	1410.71	1114.64	166.00	223.81	28.60
pashing	7822.47	1176.29	3377.19	413.67	1959.10	215.80
pateral	4756.91	693.57	1107.31	104.17	402.64	13.80
pedried	9224.31	1462.00	1909.74	349.67	222.55	24.80
pendage	6046.21	793.14	707.27	96.00	154.68	23.40
peneral	5663.16	699.71	1200.79	95.50	514.22	12.20
penerly	6272.30	795.57	1088.68	118.00	238.58	9.40
penying	8653.66	1156.57	3328.00	394.33	1760.82	204.40
percher	7937.49	1177.14	1722.46	246.00	646.15	46.80
perhael	7963.16	1115.71	691.90	54.67	348.87	8.00
perieve	7502.15	919.14	923.45	81.67	313.43	12.40
perions	8949.67	1335.71	1045.68	129.83	398.33	32.20
perised	8627.59	1272.57	2076.30	296.17	295.23	27.00
perside	8352.83	1060.00	915.31	95.33	362.22	18.40
persing	9781.77	1260.14	3672.93	425.50	1995.54	217.40
persone	8247.00	1014.86	844.29	95.00	292.69	14.60
persued	8806.31	1263.86	1895.87	264.33	222.73	12.60
perther	8803.02	1249.29	2009.53	239.17	936.27	27.20
perving	9394.94	1196.86	3574.84	403.33	1993.56	211.40
pharing	8017.08	1107.57	3437.03	419.00	1875.00	220.40
physial	5026.44	718.57	616.99	63.67	81.81	6.80
picided	6801.45	1121.00	1698.67	260.00	228.30	18.60
pictied	9344.64	1460.14	2164.12	375.67	239.38	29.00
pithods	5464.78	952.71	741.62	61.17	293.72	7.00
plamble	4401.48	644.71	506.71	89.83	152.44	20.40
plapped	6342.07	1078.29	1759.03	275.83	300.05	38.00
plashas	5417.58	978.43	357.96	77.33	132.73	17.20
plastes	7445.48	1413.29	1276.34	293.83	229.33	35.80
plasury	4989.90	697.86	708.10	88.33	186.45	13.80
plavice	6142.55	862.86	626.20	73.67	200.93	15.60
plearly	4508.66	636.14	791.64	97.50	180.63	9.60
pleelty	4300.68	655.57	402.93	56.67	43.64	7.20
pociety	6075.22	867.71	677.15	81.00	281.35	5.00
poilude	5381.43	732.57	291.46	50.83	61.75	5.60
poiners	7129.74	1285.71	1020.41	249.50	422.60	103.00
poining	8422.27	1210.86	3346.92	418.17	1997.10	216.60
pollike	6608.41	990.43	767.61	113.67	197.91	29.00
pooking	8304.67	1172.57	3362.66	422.67	2093.31	223.60
poppors	5909.25	1110.86	811.57	161.33	173.12	17.40
popully	4667.89	726.00	614.52	93.33	173.31	8.60
popults	5360.46	1052.71	446.06	98.33	91.29	5.20
postead	6947.22	1012.86	647.20	105.17	214.95	20.20
postlem	6789.18	1131.71	615.87	160.50	118.40	23.40
povelop	3746.35	593.14	255.63	44.67	92.24	6.00
prassed	7103.05	1163.29	2051.09	304.17	226.56	24.60
preally	4915.76	724.71	1241.66	129.00	417.13	25.40
preamen	6106.80	971.00	974.64	101.17	206.15	25.40
preards	5572.10	950.29	997.20	91.50	364.71	23.80
preared	7172.14	1137.00	2253.67	299.17	405.45	37.20
preassy	4726.60	637.43	713.41	71.00	212.08	17.40
prectly	4780.95	686.71	1059.32	114.33	222.56	19.60
preedom	3699.43	519.57	652.00	72.83	198.63	15.40
presers	6761.45	1190.86	1590.44	255.50	587.99	108.00
prether	7075.23	1105.14	2014.78	236.33	851.17	27.80
priffed	6138.62	1042.86	1961.13	267.17	88.47	16.20
pritach	4950.36	639.86	1074.90	88.67	312.09	10.80
priting	8774.79	1177.57	4207.85	464.83	2371.91	235.40
privand	6241.71	882.14	918.40	88.17	223.18	11.40
probler	6130.18	1071.14	1628.31	289.17	404.77	43.40
prolege	5978.91	792.86	944.03	100.83	252.70	15.20
promals	5890.12	1036.57	906.14	104.17	315.41	23.80
promish	5893.89	812.14	1015.88	118.33	395.40	34.40
proogns	6701.70	1085.29	850.21	108.50	219.06	16.60
propors	6075.77	1069.57	1364.19	180.17	327.46	25.00
prothed	7854.51	1175.43	2909.58	316.50	908.87	41.20
prother	7275.56	1108.86	2254.89	249.67	1126.54	33.60
prouble	4918.12	646.86	1111.59	104.83	433.27	25.80
prought	4286.29	506.71	1417.98	70.00	923.51	21.40
prouted	7122.68	1124.86	2623.47	328.67	654.00	62.00
prouten	6454.73	990.29	1531.77	146.50	403.35	25.00
prouter	6543.73	1058.29	1968.78	261.83	495.46	44.00
pulcolk	3645.72	623.71	150.02	43.83	21.31	4.80
pullead	5584.04	902.29	492.54	93.00	125.65	20.60
punding	7618.40	1151.43	3368.21	427.67	1938.38	223.20
purlies	9671.86	1747.14	1393.12	338.83	251.21	60.60
purself	5392.88	793.43	826.69	77.83	427.82	13.40
pyjamin	2462.93	366.00	177.42	18.83	21.71	2.00
qualing	7554.06	1088.43	3511.10	408.50	2032.09	226.60
qualoor	3963.51	663.43	288.70	52.33	72.76	6.20
qualyse	4303.25	605.43	526.90	38.83	69.42	5.40
quarier	7545.53	1310.57	1319.10	287.17	270.74	81.40
quarned	6399.92	1100.86	1730.24	259.50	183.39	20.60
quarted	6467.69	1127.57	2035.90	304.33	452.07	52.40
queedom	2766.46	431.57	207.28	36.50	76.21	7.00
quicish	4945.50	748.43	537.77	75.00	242.69	26.80
quickle	3783.14	585.29	426.18	73.17	175.54	17.40
quintes	6640.76	1332.43	1246.84	272.17	211.15	28.40
radicon	3396.42	609.71	399.15	65.33	49.15	7.60
rapable	4410.56	728.29	363.28	80.83	125.02	18.80
rassive	6113.69	980.14	579.13	92.17	179.81	22.60
raughts	4648.22	1025.57	395.87	98.17	61.49	10.40
reachen	7301.94	1071.29	1635.50	176.50	429.83	41.00
reactly	5962.18	793.00	1304.69	154.50	337.04	16.60
reaftes	8302.89	1464.86	1687.42	315.83	201.98	20.20
reanday	5569.87	728.29	1008.43	122.83	186.58	12.80
reanned	8166.96	1239.14	2343.99	324.67	274.63	24.00
reapted	8052.61	1241.71	2534.40	355.00	494.87	48.00
reassed	7871.09	1220.43	2357.53	330.67	389.74	27.60
reatory	7078.64	904.86	1269.21	145.17	321.27	17.20
reature	7392.21	892.71	1257.76	131.50	424.50	22.20
reavice	7449.14	967.43	1160.85	119.17	302.01	13.80
recause	6232.28	705.71	1638.59	90.33	973.03	10.60
recence	5913.85	674.29	1201.90	102.00	241.93	16.80
recient	7775.90	957.71	1373.52	124.50	359.51	20.80
recting	9496.06	1193.86	4166.07	472.00	2084.37	233.00
redical	4463.58	581.57	974.63	106.83	180.22	16.60
refends	5937.28	939.29	914.70	100.00	212.78	16.40
reflege	6070.67	781.29	695.00	101.17	74.46	7.60
refusee	6860.36	1013.29	642.83	101.33	106.05	16.60
regrems	6294.07	1095.71	585.64	92.50	70.88	9.80
reliets	7257.94	1208.43	1140.22	172.50	297.36	32.20
remanel	6838.04	1006.00	765.64	106.00	117.30	8.80
rembers	6897.75	1174.86	1373.15	267.83	561.41	103.80
remired	7764.22	1168.86	2010.79	297.67	240.81	27.80
renefly	5522.64	717.00	1087.72	133.50	139.75	7.80
replage	5634.68	715.71	779.69	106.50	224.43	23.40
replany	6706.19	871.86	735.84	102.50	143.59	13.20
repling	8510.29	1143.43	3775.54	448.67	1987.15	226.80
resight	5138.05	611.00	993.98	86.33	330.86	14.00
ression	6645.43	918.00	1180.65	140.83	401.41	32.00
resters	8175.32	1298.86	1775.14	320.17	702.17	135.00
resumpt	4536.70	557.29	651.73	81.33	112.88	9.00
resural	4859.87	599.29	1149.95	108.50	314.46	12.60
resures	8103.75	1400.57	1344.95	274.33	162.95	24.00
retween	7781.86	1122.14	1267.91	96.50	634.25	8.60
rindres	6995.69	1394.00	1014.86	251.00	150.12	14.20
roastic	4210.02	671.86	273.77	75.33	70.44	15.00
robanic	3359.42	544.43	217.87	57.33	20.70	6.20
robbles	6573.45	1381.29	864.15	298.17	160.70	69.60
rundred	6295.62	1133.29	1768.47	275.33	334.05	23.20
runtrol	4322.99	630.57	501.16	51.00	226.67	5.80
rusbant	5265.12	775.71	556.71	71.83	138.99	12.60
russing	7454.03	1101.86	3368.93	412.17	1881.79	220.20
saisual	4708.11	761.29	528.48	67.50	38.84	4.80
salided	7103.92	1298.14	1696.68	281.50	178.40	21.60
saltury	6044.55	924.29	625.06	88.50	178.10	12.40
sanging	8091.30	1297.86	3205.82	438.17	1823.19	224.00
scarges	7157.67	1376.43	924.56	229.83	92.33	18.60
scherai	3079.26	437.57	526.78	48.33	179.67	6.40
schoved	5408.09	946.00	1572.64	233.17	120.25	9.40
scients	5321.32	984.86	676.61	103.50	250.32	16.00
scraner	6717.18	1093.57	982.94	203.17	67.06	15.60
scready	5200.03	672.86	527.30	46.33	257.91	11.00
screets	6826.14	1166.57	654.59	114.50	111.55	30.00
scrents	5972.74	1029.14	782.81	114.67	222.96	21.00
scrided	7044.88	1144.71	1700.03	264.50	175.87	22.20
secause	6842.85	805.29	1456.84	60.00	982.58	7.60
secount	7237.93	866.57	1035.29	72.17	153.40	9.60
sectain	6504.52	814.29	1047.98	74.33	346.85	12.00
sectime	8467.28	1086.57	1100.24	105.50	119.33	11.80
seelthe	6255.21	822.71	409.21	51.17	70.69	5.40
seepped	7846.03	1233.29	1824.84	269.00	245.81	31.00
senting	10193.14	1350.71	3971.49	458.83	2129.27	235.40
senture	7639.75	968.43	1025.95	93.00	377.28	21.60
serhael	8275.81	1181.43	750.07	56.17	285.86	4.20
sersone	8559.65	1080.57	902.47	96.50	229.69	10.80
sersors	8105.52	1299.86	1177.74	173.50	188.76	16.00
serting	10804.81	1378.57	4047.25	459.17	2161.68	233.20
sevelow	4759.44	660.29	453.76	48.50	179.60	8.20
severts	6782.38	1093.43	943.93	120.83	294.85	17.80
shanins	8921.25	1467.43	2309.38	307.00	408.91	36.20
shapped	6816.74	1127.00	1780.21	275.17	282.46	36.60
shapted	7220.69	1185.86	2020.93	308.83	396.03	49.20
shellus	5231.72	1012.00	408.52	65.17	31.13	9.40
sherage	5040.93	696.43	569.59	88.67	218.45	25.40
shether	7011.35	1106.43	1680.83	218.83	821.93	22.80
shouble	4854.23	648.14	696.42	78.83	316.66	15.60
silling	8204.94	1216.71	3720.10	445.17	2157.29	243.40
simself	4991.07	780.43	821.79	49.83	565.90	7.40
simseli	4882.25	782.00	695.03	50.50	412.70	6.80
simsers	6784.00	1252.57	1302.43	221.83	600.59	97.40
sinuter	6659.01	1175.86	1405.98	244.50	278.28	31.00
sinutes	7747.77	1494.43	1279.78	276.67	213.83	19.40
sipling	8007.68	1182.29	3469.37	410.33	1932.19	220.20
sithing	8281.16	1151.71	3576.47	389.83	2115.15	205.40
sithous	5755.56	1031.71	953.29	70.33	530.87	15.80
sithout	4881.53	671.86	941.55	59.33	527.53	8.20
sixedom	3387.45	529.57	212.57	26.83	65.73	4.40
sixting	8452.39	1178.71	3520.58	417.00	2035.39	224.80
skilway	3682.55	563.86	154.40	33.00	49.75	10.00
slanges	7499.78	1419.00	1061.24	247.83	241.52	28.40
slother	7049.65	1127.14	1691.96	221.67	906.51	24.20
smokish	5395.97	784.29	612.43	82.17	240.45	23.60
snatins	9497.78	1527.00	2232.37	309.17	364.55	44.80
socidly	5401.79	789.00	751.49	87.17	185.53	10.00
sociend	8050.12	1160.14	714.75	71.17	222.99	6.20
socieve	6416.06	894.71	619.01	49.50	309.24	3.40
sociter	7333.71	1227.00	1408.15	232.33	280.19	30.80
socting	9406.07	1288.43	3661.77	428.50	2093.07	226.00
soctory	6539.11	918.29	727.69	76.33	243.59	10.80
sollish	6586.77	1003.43	1090.54	144.67	389.11	47.60
somance	5508.37	770.86	695.55	60.83	227.56	11.80
sombers	6807.76	1269.43	1180.52	236.00	547.55	104.60
somence	5617.34	766.57	819.93	64.83	333.58	13.20
somires	8184.05	1515.43	1037.27	231.17	125.02	16.40
sompand	6863.65	1029.86	599.11	76.33	249.61	12.20
sompent	7079.81	1011.57	813.21	95.00	334.05	21.80
soughts	5583.60	1094.86	673.40	109.33	72.71	14.60
sovelop	4059.00	658.86	314.19	38.67	81.72	6.00
spanged	6727.39	1119.71	1770.06	268.17	287.36	27.60
spanges	7237.21	1371.71	989.17	233.50	219.60	25.00
sparems	5887.37	1103.86	423.75	73.50	51.93	10.80
sparter	6333.23	1120.00	1367.43	246.00	251.67	35.80
speatom	3487.92	546.00	460.00	62.50	162.01	9.40
specher	5721.22	1004.00	1453.10	223.50	615.29	40.80
specide	5981.43	867.43	480.27	51.33	279.45	10.40
specish	5379.57	798.57	585.59	77.33	338.93	23.60
spectly	4292.47	657.71	685.27	86.17	240.48	13.60
spening	7557.98	1087.00	3367.09	399.50	2058.33	214.80
spining	7568.40	1095.86	3362.96	415.50	1989.50	220.00
spirile	6426.61	980.00	500.93	113.67	51.07	11.40
spirlid	4199.58	750.29	149.44	43.00	25.62	6.80
spolers	6493.15	1176.86	1002.29	238.50	389.83	103.80
spology	4408.74	625.43	174.92	46.33	31.03	8.00
spother	6787.08	1079.86	1680.87	216.17	881.73	23.00
starnly	4836.39	714.71	902.48	115.67	176.57	16.60
startic	3697.41	605.86	649.96	92.00	232.76	23.00
statort	5943.06	811.29	703.06	89.83	265.47	21.60
steping	7492.76	1071.14	3305.40	408.33	1795.72	217.20
stomish	5522.30	791.43	651.12	100.33	239.42	27.60
stopose	5068.44	683.86	825.16	68.83	194.91	11.40
stranna	5571.50	754.57	458.25	71.00	126.59	12.00
stready	5330.43	683.29	757.52	63.50	331.42	12.60
studern	4724.02	748.43	857.66	155.83	215.79	18.60
studers	5901.78	1135.00	1184.29	245.33	508.07	108.20
studind	7209.98	1109.14	2080.75	260.00	276.44	23.20
stumals	5078.42	988.43	519.87	86.17	134.64	15.60
subsion	5504.47	893.14	770.14	83.17	280.77	19.20
substic	3291.86	601.00	358.74	63.50	79.17	12.60
succest	5628.10	808.43	752.45	108.17	224.78	33.40
sucling	8112.67	1182.57	3598.00	412.83	1968.33	221.20
suffect	4552.33	701.57	445.21	48.50	138.62	12.80
suggets	5686.78	1160.29	692.07	134.50	128.10	31.60
suggles	6679.96	1441.57	983.23	301.50	121.62	62.20
suppest	5298.36	794.71	763.05	121.33	240.65	37.00
supplar	3962.00	734.14	503.64	55.83	202.08	9.60
suppons	6565.89	1199.43	746.79	105.83	333.92	23.80
supporm	3989.50	682.14	596.83	61.33	259.10	7.00
suppory	4740.98	768.00	792.07	79.33	302.73	8.80
suprout	4324.39	689.29	626.60	57.33	208.90	8.20
surlogy	5433.92	791.14	455.44	69.83	62.78	11.20
surtain	5899.29	830.00	948.98	92.00	436.74	14.80
surting	9501.39	1309.14	3885.31	459.33	2125.41	235.00
surtned	8440.67	1326.00	1933.24	280.67	181.82	18.60
swelful	3044.63	476.86	163.73	36.67	56.55	13.60
swerent	6163.25	884.14	616.65	83.83	235.53	17.60
swiftle	4285.19	658.57	277.67	62.00	29.26	8.80
systery	5938.13	855.71	1092.19	178.17	306.96	41.80
systion	5996.70	871.71	1056.52	118.83	345.12	28.20
talance	4807.88	730.14	573.29	76.50	223.49	12.00
talvate	4689.06	760.86	354.75	82.50	138.65	16.80
tandled	6568.57	1270.00	1798.49	373.50	150.20	72.00
taxiout	4155.89	647.71	524.22	46.17	240.43	8.80
teadlem	6837.24	1090.57	803.52	156.00	177.70	24.40
teavice	7575.48	968.29	844.81	82.83	186.28	12.20
teavide	7545.79	959.71	773.47	78.17	214.21	13.00
temance	5724.71	677.14	572.13	56.33	204.54	11.00
tenally	5860.31	808.00	920.30	111.67	299.57	18.40
tendred	7725.39	1203.57	1899.18	287.83	281.17	27.60
tenered	8225.65	1216.00	2100.57	291.50	437.70	35.60
tesigun	5050.28	610.00	310.89	46.83	35.11	5.80
testial	7523.96	968.71	1311.24	150.50	184.44	28.80
thartly	4727.63	664.71	1133.94	110.50	188.01	16.60
thecied	8014.57	1292.29	2100.79	324.17	222.60	16.20
thickle	4168.00	575.86	665.97	80.33	110.76	15.80
thorion	5520.62	775.86	1037.81	86.00	366.26	16.60
thouble	4370.01	549.43	928.60	68.33	416.47	10.80
thovice	5920.12	767.43	867.74	50.67	252.07	5.40
thrends	5758.93	902.86	1095.63	63.17	383.42	13.60
throune	6390.71	750.86	1005.05	51.17	621.93	9.60
thrount	6009.41	697.57	1109.75	54.33	637.44	9.60
throury	5058.52	626.00	1223.41	64.50	648.57	10.80
tigging	7032.49	1042.71	3127.18	408.33	1802.04	224.80
tobater	6306.25	1094.43	1266.17	239.67	215.77	37.40
tobbins	7871.77	1374.29	1839.40	272.50	69.83	29.40
toncest	5833.26	831.43	800.37	132.17	225.30	37.20
tonshed	7187.79	1197.29	2085.68	300.17	172.36	31.40
toppory	4859.62	733.71	667.12	82.00	176.26	13.00
totaish	6529.32	899.14	611.91	81.17	190.86	21.80
tounded	6621.59	1137.71	1913.40	283.67	331.96	34.80
towarly	4756.36	663.14	775.51	86.17	244.02	5.00
toweved	6600.59	1064.57	1829.07	238.83	381.69	7.80
towever	6021.64	998.00	1174.39	172.00	440.36	7.60
trasues	7829.97	1387.86	891.01	243.00	77.71	16.40
trazing	7747.84	1058.00	3177.76	405.00	1765.96	207.80
treates	7542.29	1383.86	1475.26	304.00	329.92	39.80
tributs	5096.17	930.00	681.05	115.33	34.53	10.40
trockly	4349.11	597.57	952.16	120.17	159.37	14.00
troject	4899.93	619.00	718.10	61.83	212.22	8.60
